actors,worlwide_gross_income
 Cerina Vincent," 98,537,266.00 "
 Sasheer Zamata," 98,529,131.00 "
 Sarah Carter," 98,504,301.00 "
 Amy Landecker," 98,502,181.00 "
 Bennet Guillory," 98,467,863.00 "
 Carl Anderson," 98,467,863.00 "
 Desreta Jackson," 98,467,863.00 "
 John Patton Jr.," 98,467,863.00 "
 Celia Keenan-Bolger," 98,450,062.00 "
 Deanna Dunagan," 98,450,062.00 "
 Jorge Cordova," 98,450,062.00 "
 Ocean James," 98,450,062.00 "
 Samuel Stricklen," 98,450,062.00 "
 Seamus Moroney," 98,450,062.00 "
 Steve Annan," 98,450,062.00 "
Olivia DeJonge," 98,450,062.00 "
 Saul Stein," 98,446,734.00 "
 Wilbur Fitzgerald," 98,428,720.00 "
 Howard Fong," 98,410,061.00 "
 Ime Etuk," 98,410,061.00 "
 Sean C. Cooper," 98,410,061.00 "
Karina Arroyave," 98,410,061.00 "
 Richard Chaves," 98,399,956.00 "
 Shane Black," 98,399,956.00 "
 John Kavanagh," 98,385,479.00 "
 Ashley Clark," 98,376,292.00 "
 Michelle Wolff," 98,376,292.00 "
Jesse Metcalfe," 98,355,415.00 "
 Neil Napier," 98,337,295.00 "
 Sophie Wu," 98,331,908.00 "
 Marcin Kowalczyk," 98,203,196.00 "
 Mercedes de la Zerda," 98,203,196.00 "
 Spencer Bogaert," 98,203,196.00 "
 LeToya Luckett-Walker," 98,159,963.00 "
 Michael Daniel Cassady," 98,159,963.00 "
 Benjamin Green," 98,127,436.00 "
 Jarrod Dean," 98,127,436.00 "
 Norman Patrick Brown," 98,127,436.00 "
 Paul Gleeson," 98,127,436.00 "
 Simon Billig," 98,127,436.00 "
Kirk Acevedo," 98,127,436.00 "
 Luke Pasqualino," 98,109,577.00 "
 Cathy O'Donnell," 98,084,258.00 "
 Charles Maquignon," 98,078,903.00 "
 William Newman," 98,075,039.00 "
Mia Stallard," 98,064,127.00 "
 Luis Da Silva Jr.," 98,057,810.00 "
 Robert Baker," 98,049,627.00 "
 Anna Maguire," 98,005,666.00 "
 Jeanne Moreau," 98,005,666.00 "
 Kate Lansbury," 98,005,666.00 "
 Richard Lynch," 97,997,204.00 "
 Jennifer Granger," 97,984,015.00 "
 Jeremy Owen," 97,984,015.00 "
Jim Belushi," 97,982,587.00 "
 Thomas Wheatley," 97,975,310.00 "
 Chris Taloa," 97,961,375.00 "
 Darlanne Fluegel," 97,957,548.00 "
 Dennis Keiffer," 97,956,373.00 "
 Barbara Tarbuck," 97,921,651.00 "
 Raleigh Bond," 97,920,231.00 "
 J.B. McEown," 97,918,663.00 "
 Kenyan Lewis," 97,918,663.00 "
 Ava Gardner," 97,894,628.00 "
 Joe Dorsey," 97,890,457.00 "
 Keith Nobbs," 97,837,138.00 "
 Brad Silverman," 97,818,139.00 "
 Joseph Rosenberg," 97,818,139.00 "
 Jorge Zepeda," 97,817,593.00 "
 Ajiona Alexus," 97,815,289.00 "
 Yvette Monreal," 97,802,386.00 "
 Billy Slaughter," 97,773,990.00 "
 Mason Gamble," 97,755,779.00 "
 Om Puri," 97,717,492.00 "
 Miriam Shor," 97,707,255.00 "
 Manu Bennett," 97,678,778.00 "
 Aparna Nancherla," 97,644,617.00 "
 Ava LaFramboise," 97,644,617.00 "
 Danielle Bourgon," 97,644,617.00 "
 Gia Sandhu," 97,644,617.00 "
 Glenda Braganza," 97,644,617.00 "
 Ian Ho," 97,644,617.00 "
 Jiah Mavji," 97,644,617.00 "
 Joshua Satine," 97,644,617.00 "
 Kelly McCormack," 97,644,617.00 "
 Lila Yee," 97,644,617.00 "
George C. Scott," 97,605,818.00 "
 Rosa Pianeta," 97,597,111.00 "
 Giulia Pagano," 97,594,140.00 "
 Jasper Grey," 97,594,140.00 "
 Jon Kohler," 97,594,140.00 "
 Mimi Kirkland," 97,594,140.00 "
 Tora Hallström," 97,594,140.00 "
 Wendy Wilmot," 97,594,140.00 "
 Jeffy Branion," 97,571,250.00 "
 Marcel Bridges," 97,571,250.00 "
 Riley Osborne," 97,571,250.00 "
 Elizabeth Blackmore," 97,542,952.00 "
 Inca," 97,542,952.00 "
 Jim McLarty," 97,542,952.00 "
 Karl Willetts," 97,542,952.00 "
 Phoenix Connolly," 97,542,952.00 "
 Randal Wilson," 97,542,952.00 "
 Sian Davis," 97,542,952.00 "
 Stephen Butterworth," 97,542,952.00 "
Jane Levy," 97,542,952.00 "
 John Ralston," 97,537,476.00 "
 Cristián de la Fuente," 97,537,299.00 "
 Carly Pope," 97,471,127.00 "
 T.R. Knight," 97,470,701.00 "
 Kristy Wu," 97,397,948.00 "
 Kevin Skousen," 97,359,578.00 "
 Vernon Dobtcheff," 97,300,209.00 "
 Cassandra Gava," 97,297,402.00 "
 Chelsea Field," 97,272,019.00 "
 Dane Farwell," 97,231,420.00 "
 Marielle Jaffe," 97,231,420.00 "
 Shenae Grimes-Beech," 97,231,420.00 "
 Pons Maar," 97,154,307.00 "
 Thomas Barbour," 97,127,710.00 "
 Katherine Randolph," 97,087,675.00 "
 Craig Coyne," 97,076,152.00 "
 Riad Galayini," 97,076,152.00 "
 Clayne Crawford," 97,020,948.00 "
 Evan Ellingson," 97,020,839.00 "
 Augusto Dallara," 96,983,009.00 "
 Ilario Calvo," 96,983,009.00 "
 Jamie de Courcey," 96,983,009.00 "
 Eva Mattes," 96,976,270.00 "
 Gabriel Thomson," 96,976,270.00 "
 Hans Martin Stier," 96,976,270.00 "
 Mario Bandi," 96,976,270.00 "
 Mikhail Matveev," 96,976,270.00 "
 Sophie Rois," 96,976,270.00 "
 Julio Cesar Cedillo," 96,972,010.00 "
 Amélie Eve," 96,942,115.00 "
 Avraham Aviv Alush," 96,942,115.00 "
 Gage Munroe," 96,942,115.00 "
 Jordyn Ashley Olson," 96,942,115.00 "
 Laura MacKillop," 96,942,115.00 "
 Sumire," 96,942,115.00 "
 Robert Longstreet," 96,903,027.00 "
Gabriel Byrne," 96,900,350.00 "
 Ron Yuan," 96,889,983.00 "
 Michelle Meyrink," 96,867,714.00 "
 Jake Kaese," 96,822,421.00 "
 Sarah Widdows," 96,822,421.00 "
 Avner Eisenberg," 96,773,200.00 "
 Guy Cuevas," 96,773,200.00 "
 Hamid Fillali," 96,773,200.00 "
 Howard Jay Patterson," 96,773,200.00 "
 Mark Daly Richards," 96,773,200.00 "
 Paul David Magid," 96,773,200.00 "
 Peter DePalma," 96,773,200.00 "
 Randall Edwin Nelson," 96,773,200.00 "
 Samuel Ross Williams," 96,773,200.00 "
 Timothy Daniel Furst," 96,773,200.00 "
 Bill McCutcheon," 96,759,512.00 "
 Knowl Johnson," 96,759,512.00 "
 Ella Bleu Travolta," 96,753,696.00 "
 Residente," 96,753,696.00 "
 David Younger," 96,717,749.00 "
 Saxon Sharbino," 96,716,644.00 "
 Rose Abdoo," 96,699,485.00 "
 Lisa Loeb," 96,677,713.00 "
 Bart Anderson," 96,671,024.00 "
 A.D. Miles," 96,651,277.00 "
 Peter Kelamis," 96,632,308.00 "
 Anne Gee Byrd," 96,618,699.00 "
 Don Creech," 96,618,699.00 "
 Jenny Powell," 96,618,699.00 "
 Luis Oropeza," 96,618,699.00 "
 Myra Carter," 96,618,699.00 "
 Ashley Williams," 96,611,478.00 "
 Andres Joseph," 96,598,996.00 "
 Andrea Calligari," 96,560,591.00 "
 Arianna Veronesi," 96,560,591.00 "
 Ben Cheetham," 96,560,591.00 "
 Colin O'Donoghue," 96,560,591.00 "
 Marija Karan," 96,560,591.00 "
 Marta Gastini," 96,560,591.00 "
 Torrey DeVitto," 96,560,591.00 "
 Juan Fernández," 96,508,680.00 "
 Jonathan Higgins," 96,493,571.00 "
 Linds Edwards," 96,462,585.00 "
 Christa B. Allen," 96,455,697.00 "
 Emilio de Benito," 96,409,300.00 "
 Jaume Montané," 96,409,300.00 "
 Josep Maria Domènech," 96,409,300.00 "
 Juan Quesada," 96,409,300.00 "
 Julio Perillán," 96,409,300.00 "
 Manel Barceló," 96,409,300.00 "
 Ricard Salom," 96,409,300.00 "
 Ken Magee," 96,355,294.00 "
 Ricky Harris," 96,306,905.00 "
 Amber Gaiennie," 96,262,212.00 "
 Andrew Autin," 96,262,212.00 "
 Arthur Thomas," 96,262,212.00 "
 Beau St. Pierre," 96,262,212.00 "
 John Russ Broussard," 96,262,212.00 "
 Michael J. Taylor," 96,262,212.00 "
 Mike Broussard Jr.," 96,262,212.00 "
 Paul LeBlanc," 96,262,212.00 "
Robert Wahlberg," 96,262,212.00 "
 Carl Gilliard," 96,258,201.00 "
 Jack Scalia," 96,258,201.00 "
 Laura Johnson," 96,258,201.00 "
 Loren Lester," 96,258,201.00 "
 Mary Kathleen Gordon," 96,258,201.00 "
 Terry Press," 96,258,201.00 "
 Paul Borghese," 96,207,192.00 "
 Annalise Basso," 96,198,500.00 "
 Deborah Twiss," 96,188,903.00 "
 Johnny Hopkins," 96,188,903.00 "
 Kenneth Simmons," 96,188,903.00 "
 Ohene Cornelius," 96,188,903.00 "
 Andre Stojka," 96,159,800.00 "
 Tom Attenborough," 96,159,800.00 "
 Antoine Taylor," 96,105,910.00 "
 Joaquin Perez-Campbell," 96,105,910.00 "
 Joe Alessi," 96,105,910.00 "
 Robyn Hitchcock," 96,105,910.00 "
 Tim Artz," 96,105,910.00 "
 Ken Pogue," 96,085,477.00 "
 Rodney Rowland," 96,085,477.00 "
 Taylor Anne Reid," 96,085,477.00 "
 Wanda Cannon," 96,085,477.00 "
 Sierra McCormick," 96,071,297.00 "
 Wendy Williams," 96,070,507.00 "
 Deborah Findlay," 95,949,087.00 "
 Jim Fitzpatrick," 95,943,453.00 "
 Megan Lozicki," 95,943,453.00 "
 Michael Roark," 95,943,453.00 "
 Stephen E. Miller," 95,925,426.00 "
 Carolyn Saint-Pé," 95,918,706.00 "
 Denise Mack," 95,918,706.00 "
 Edward Aczel," 95,918,706.00 "
 Emma Delves," 95,918,706.00 "
 Faye Daveney," 95,918,706.00 "
 Horatio," 95,918,706.00 "
 James Smith," 95,918,706.00 "
 Jennifer White," 95,918,706.00 "
 Lilly-Rose Stevens," 95,918,706.00 "
 Paul Swaine," 95,918,706.00 "
 Willem Dalby," 95,918,706.00 "
Olivia Colman," 95,918,706.00 "
 Cécile de France," 95,906,196.00 "
 Michael Hudson," 95,905,569.00 "
 Mary Gillis," 95,890,638.00 "
Christopher Reeve," 95,878,717.00 "
 Denise Lee," 95,844,690.00 "
 Mikey Kelley," 95,802,916.00 "
 Paula Mattioli," 95,802,916.00 "
 Lane Garrison," 95,776,620.00 "
 Felix Solis," 95,738,899.00 "
 Sofia Vassilieva," 95,731,534.00 "
 Jeffrey Markle," 95,714,875.00 "
 John DeRosa," 95,714,875.00 "
 Marcos A. Ferraez," 95,714,875.00 "
 Nicole Marie Lenz," 95,714,875.00 "
 Olivia Hancock," 95,714,875.00 "
 Walter Raney," 95,714,875.00 "
 Dennis J. Kozeluh," 95,708,457.00 "
 Sándor Bolla," 95,708,457.00 "
 Todd Schneider," 95,708,457.00 "
 Michael-Ann Connor," 95,696,996.00 "
 Zak Santiago," 95,696,996.00 "
 Susan Heyward," 95,595,931.00 "
 Colton Dunn," 95,580,022.00 "
 Simon Day," 95,570,215.00 "
 Jemima West," 95,568,084.00 "
 Brianne Brozey," 95,535,300.00 "
 Jenny Wright," 95,532,906.00 "
 Barney Martin," 95,461,682.00 "
 Dillon Evans," 95,461,682.00 "
 Marjorie Barnes," 95,461,682.00 "
 Maurice Copeland," 95,461,682.00 "
 Paul Vincent," 95,461,682.00 "
 Doug MacLeod," 95,437,994.00 "
 Karen Ivany," 95,437,994.00 "
 Kennedi Clements," 95,437,994.00 "
 L.A. Lopes," 95,437,994.00 "
 Soma Chhaya," 95,437,994.00 "
 Godfrey Gao," 95,396,573.00 "
Lily Collins," 95,396,573.00 "
 Brady Smith," 95,330,493.00 "
 Ezmie Garcia," 95,330,493.00 "
 Tom Choi," 95,330,493.00 "
 Vera Taylor," 95,330,493.00 "
 Violett Beane," 95,330,493.00 "
 Rico Bueno," 95,283,029.00 "
 Ed Crowley," 95,245,691.00 "
John Candy," 95,204,072.00 "
 Christian Tessier," 95,196,192.00 "
 America Olivo," 95,189,133.00 "
 Jeff Harding," 95,149,862.00 "
 Aaron Trainor," 95,146,283.00 "
 Lorin Heath," 95,146,283.00 "
 Claire Du Brey," 95,126,535.00 "
 Earl Keen," 95,126,535.00 "
 Helene Stanley," 95,126,535.00 "
 Jeffrey Stone," 95,126,535.00 "
 Luis Van Rooten," 95,126,535.00 "
 Mike Douglas," 95,126,535.00 "
 Rhoda Williams," 95,126,535.00 "
 William Phipps," 95,126,535.00 "
Ilene Woods," 95,126,535.00 "
 Jeremy Crutchley," 95,089,699.00 "
 Michael Hall D'Addario," 95,074,044.00 "
 Alex Gaumond," 95,055,451.00 "
 Ashley McGuire," 95,055,451.00 "
 Casper Christensen," 95,055,451.00 "
 Celine Abrahams," 95,055,451.00 "
 Douggie McMeekin," 95,055,451.00 "
 Eloise Lovell Anderson," 95,055,451.00 "
 Guy Warren-Thomas," 95,055,451.00 "
 Ingrid Oliver," 95,055,451.00 "
 Jarreau Antoine," 95,055,451.00 "
 Philip Desmeules," 95,055,451.00 "
 Raffaello Degruttola," 95,055,451.00 "
Timothy Simons," 95,055,451.00 "
 Farrah Fawcett," 95,023,870.00 "
 Tristan Mack Wilds," 94,978,416.00 "
 Adam Pena," 94,973,540.00 "
 Andrew Schanno," 94,973,540.00 "
 Daniel J. Molthen," 94,973,540.00 "
 Gary Billburg," 94,973,540.00 "
 James Barnes," 94,973,540.00 "
 Joe Arquette," 94,973,540.00 "
 Joshua Mitcheltree," 94,973,540.00 "
 Julian Reyes," 94,948,033.00 "
 Akil Walker," 94,935,764.00 "
 Cole Hawkins," 94,935,764.00 "
 Mélanie Thierry," 94,915,707.00 "
 Vanessa Bell Calloway," 94,815,829.00 "
 Alex Meneses," 94,750,069.00 "
 Vincent Nemeth," 94,741,866.00 "
 Esai Morales," 94,731,041.00 "
 Cortney Shounia," 94,728,529.00 "
 David Cronenberg," 94,725,653.00 "
 Fly Williams III," 94,705,392.00 "
 Lesley Ann Warren," 94,666,595.00 "
 Alex Winter," 94,661,827.00 "
 Melissa Holroyd," 94,659,382.00 "
 Lucy Lee Flippin," 94,626,342.00 "
Jamie Kennedy," 94,604,052.00 "
 Amber Rothwell," 94,557,632.00 "
 Anastagia Pierre," 94,539,426.00 "
 Angela Davis," 94,539,426.00 "
 Caroline Day," 94,539,426.00 "
 Gia Crovatin," 94,539,426.00 "
 Jason Spevack," 94,479,156.00 "
 Jan Tríska," 94,459,193.00 "
 Adrian Hough," 94,392,136.00 "
 Barbara Billingsley," 94,378,599.00 "
 Aleksandr Samoylenko," 94,340,932.00 "
 Gerrit Graham," 94,308,394.00 "
 Trini Alvarado," 94,264,490.00 "
 Frederick Weller," 94,227,440.00 "
 Sylvie Testud," 94,216,886.00 "
 Constantine Gregory," 94,198,017.00 "
Kim Basinger," 94,180,918.00 "
 Michael Buscemi," 94,150,564.00 "
 Mark Houghton," 94,125,674.00 "
 Henry Zebrowski," 94,073,028.00 "
 Jeffrey Bowyer-Chapman," 94,073,028.00 "
 Mo Collins," 94,073,028.00 "
 Warren Clarke," 94,070,056.00 "
Maggie Gyllenhaal," 94,067,895.00 "
 Edoardo Ballerini," 94,064,157.00 "
 David Walmsley," 94,061,311.00 "
 Francesco Scianna," 94,061,311.00 "
 Nazanin Boniadi," 94,061,311.00 "
 Yasen Atour," 94,061,311.00 "
Jack Huston," 94,061,311.00 "
 Geraldine Viswanathan," 94,017,294.00 "
 Gideon Adlon," 94,017,294.00 "
 Jimmy Bellinger," 94,017,294.00 "
 Ramona Young," 94,017,294.00 "
 Sarayu Blue," 94,017,294.00 "
Leslie Mann," 94,017,294.00 "
 Ann Dalrymple," 93,983,911.00 "
 Fahnlohnee R. Harris," 93,983,911.00 "
 Jen Apgar," 93,983,911.00 "
 Marion Zinser," 93,983,911.00 "
 Maxine Barnett," 93,983,911.00 "
 Thomas Uskali," 93,983,911.00 "
 Tonya Staten," 93,983,911.00 "
 Ross Thomas," 93,978,837.00 "
 Daisy Tormé," 93,974,620.00 "
 Nicky Henson," 93,974,620.00 "
Kayvan Novak," 93,974,620.00 "
 Giancarlo Ganziano," 93,945,766.00 "
 Harvey Friedman," 93,945,766.00 "
 Olivier Marlo," 93,945,766.00 "
 Peter Fernandez," 93,945,766.00 "
 Sadao Ueda," 93,945,766.00 "
 Sami Loris," 93,945,766.00 "
 Sean McDonagh," 93,945,766.00 "
 Valery Tscheplanowa," 93,945,766.00 "
 Richard Steinmetz," 93,943,679.00 "
 Michael Sacks," 93,936,841.00 "
 Alan Reed," 93,933,394.00 "
 Bill Baucom," 93,933,394.00 "
 Dal McKennon," 93,933,394.00 "
 George Givot," 93,933,394.00 "
 Larry Roberts," 93,933,394.00 "
 Lee Millar," 93,933,394.00 "
 The Mellowmen Quartet," 93,933,394.00 "
Peggy Lee," 93,933,394.00 "
 Benjamin Walker," 93,920,758.00 "
 Frank Dillane," 93,920,758.00 "
 Gary Beadle," 93,920,758.00 "
 Jamie Sives," 93,920,758.00 "
 David Strickland," 93,900,680.00 "
 John Voldstad," 93,853,940.00 "
 Jorge Diaz," 93,835,373.00 "
 Regine Nehy," 93,712,029.00 "
 Vincent Klyn," 93,698,417.00 "
 Peter Kwong," 93,695,591.00 "
 Lex Shrapnel," 93,695,166.00 "
 Juliette Goglia," 93,625,318.00 "
 Andrew James Allen," 93,621,340.00 "
 Carolyn Dando," 93,621,340.00 "
 Christian Ashdale," 93,621,340.00 "
 Nikki SooHoo," 93,621,340.00 "
 Rose McIver," 93,621,340.00 "
 Won Bin," 93,608,600.00 "
 Kurt Max Runte," 93,569,276.00 "
 Chris Haywood," 93,553,886.00 "
 Stephanie Romanov," 93,540,081.00 "
 Al Shearer," 93,512,135.00 "
 Harvey Guillén," 93,492,844.00 "
 Tobit Raphael," 93,492,844.00 "
 Valérie Lemercier," 93,454,763.00 "
Jonathan Rhys Meyers," 93,424,631.00 "
 Ato Blankson-Wood," 93,400,823.00 "
 Damaris Lewis," 93,400,823.00 "
 Dared Wright," 93,400,823.00 "
 John David Washington," 93,400,823.00 "
 Annette Crosbie," 93,400,759.00 "
 George Costigan," 93,400,759.00 "
 John Alderton," 93,400,759.00 "
 Diora Baird," 93,389,093.00 "
 Don 'D.C.' Curry," 93,354,163.00 "
 Phil Proctor," 93,336,274.00 "
 Jenny Wade," 93,325,292.00 "
 Caleel Harris," 93,320,380.00 "
 Courtney Lauren Cummings," 93,320,380.00 "
 Jessi Goei," 93,320,380.00 "
 Matthew J. Vasquez," 93,320,380.00 "
 Peyton Wich," 93,320,380.00 "
 Shari Headley," 93,320,380.00 "
 Tyler Silva," 93,320,380.00 "
Wendi McLendon-Covey," 93,320,380.00 "
 Carsey Walker Jr.," 93,282,604.00 "
 Condola Rashad," 93,282,604.00 "
 Aleksey Chadov," 93,254,811.00 "
 Aleksey Maklakov," 93,254,811.00 "
 Dmitriy Martynov," 93,254,811.00 "
 Galina Tyunina," 93,254,811.00 "
 Mariya Poroshina," 93,254,811.00 "
 Valeriy Zolotukhin," 93,254,811.00 "
 Vladimir Menshov," 93,254,811.00 "
 Zhanna Friske," 93,254,811.00 "
Konstantin Khabenskiy," 93,254,811.00 "
 Eros Vlahos," 93,251,121.00 "
 Katy Brand," 93,251,121.00 "
 Lil Woods," 93,251,121.00 "
 Oscar Steer," 93,251,121.00 "
 Rosie Taylor-Ritson," 93,251,121.00 "
 Sam Kelly," 93,251,121.00 "
 Sheila Kelley," 93,207,692.00 "
 David Hart," 93,151,591.00 "
 James Hurdle," 93,151,591.00 "
 Jack Elam," 93,110,690.00 "
 Kelley Hazen," 93,107,289.00 "
 Kevin Rooney," 93,097,591.00 "
 David Burdick," 93,083,444.00 "
 Joe Viviani," 93,083,444.00 "
 Joseph Hunt," 93,083,444.00 "
 Michelle Nicastro," 93,083,444.00 "
 Steven Ford," 93,083,444.00 "
 Brian Koppelman," 93,055,208.00 "
 Austin Williams," 92,991,835.00 "
 Jennifer Van Dyck," 92,991,835.00 "
 Wai Chan," 92,991,835.00 "
 Michael Bryan French," 92,972,126.00 "
 Big Boy," 92,938,755.00 "
 Deborah Lemen," 92,938,755.00 "
 Gail O'Grady," 92,938,755.00 "
 Durga McBroom," 92,921,203.00 "
 Lilia Skala," 92,921,203.00 "
 Ron Karabatsos," 92,921,203.00 "
 Sunny Johnson," 92,921,203.00 "
Jennifer Beals," 92,921,203.00 "
 Elizabeth Marleau," 92,913,171.00 "
 Kyle Allatt," 92,913,171.00 "
 Matt Holland," 92,913,171.00 "
 Robert Dioguardi," 92,884,429.00 "
 Savannah Stehlin," 92,884,429.00 "
 Eric Braeden," 92,858,527.00 "
 Rudy Ramos," 92,852,067.00 "
 Nathan Phillips," 92,836,794.00 "
 Alex Quijano," 92,823,082.00 "
 Albert Dupontel," 92,752,907.00 "
Marion Cotillard," 92,723,556.00 "
 Richard Bakalyan," 92,682,923.00 "
Gael García Bernal," 92,666,725.00 "
Steve Zahn," 92,649,822.00 "
 Alexandra Stamler," 92,649,419.00 "
 Nicole Randall Johnson," 92,649,419.00 "
 Mitchell Kosterman," 92,646,448.00 "
 Parker Mack," 92,604,039.00 "
 Dearbhla Molloy," 92,601,050.00 "
 Eric Silver," 92,601,050.00 "
 Matthew Rauch," 92,601,050.00 "
Catherine Zeta-Jones," 92,601,050.00 "
 Sheb Wooley," 92,600,094.00 "
 Moses Gunn," 92,590,412.00 "
 Gregory Hines," 92,560,677.00 "
 Michel Blanc," 92,549,855.00 "
 José Angel Santana," 92,487,381.00 "
 Charlotte McKinney," 92,474,213.00 "
 Jordan Cohen," 92,455,742.00 "
 Toshirô Mifune," 92,455,742.00 "
 Owen Harn," 92,416,671.00 "
 Cameron Finley," 92,396,942.00 "
 Shawn Singleton," 92,374,674.00 "
 Alyssa Diaz," 92,314,223.00 "
 Chandra West," 92,300,417.00 "
 Robin Sachs," 92,283,720.00 "
 Israel Oyelumade," 92,266,282.00 "
 Shannon Briggs," 92,258,698.00 "
 Peter Bryant," 92,207,389.00 "
 Rebekah Kennedy," 92,160,463.00 "
 Alex Carroll," 92,158,961.00 "
 Craig Parker," 92,158,961.00 "
 Jason Hood," 92,158,961.00 "
 Leighton Cardno," 92,158,961.00 "
 Tania Nolan," 92,158,961.00 "
 Timothy Raby," 92,158,961.00 "
Michael Sheen," 92,158,961.00 "
 Michael Carter," 92,110,982.00 "
 Karen Young," 92,095,688.00 "
Shah Rukh Khan," 92,057,788.00 "
 Joanna Scanlan," 92,049,056.00 "
Jordana Brewster," 92,047,727.00 "
 Geraldine Page," 92,043,105.00 "
 Colleen Crabtree," 91,989,078.00 "
 Caroline Farah," 91,980,359.00 "
 Greg Levine," 91,980,359.00 "
 Jean Villepique," 91,980,359.00 "
 Aaron Quattrocchi," 91,970,827.00 "
 Jose Caraballo," 91,970,827.00 "
 Malcolm M. Mays," 91,970,827.00 "
 Miguel Gomez," 91,970,827.00 "
 Bo Byers," 91,968,688.00 "
 Kerry Rossall," 91,968,688.00 "
 Dragan Micanovic," 91,941,645.00 "
 Jeannetta Arnette," 91,938,459.00 "
 Gerard McSorley," 91,906,330.00 "
 Chris Carmack," 91,871,194.00 "
 Allan Graf," 91,844,767.00 "
 Noemi Gonzalez," 91,837,628.00 "
 Yuri Lowenthal," 91,816,702.00 "
Bruce Greenwood," 91,790,995.00 "
 Robert Beatty," 91,770,567.00 "
 Aernout Van Lynden," 91,753,202.00 "
 Don Winston," 91,753,202.00 "
 Marko Igonda," 91,753,202.00 "
 Shane Johnson," 91,753,202.00 "
 Nick Mennell," 91,733,563.00 "
 Lauren Ambrose," 91,728,011.00 "
 Chad Cleven," 91,720,255.00 "
 Jonathan Chris Lopez," 91,720,255.00 "
 Kurt Loder," 91,720,255.00 "
 Lino Facioli," 91,720,255.00 "
 Mario Lopez," 91,720,255.00 "
 Ray Siegle," 91,720,255.00 "
 Tyler McKinney," 91,720,255.00 "
 Zoe Salmon," 91,720,255.00 "
 Pete Burris," 91,704,349.00 "
 Patrick Macnee," 91,698,792.00 "
 Morris Day," 91,675,408.00 "
 Lucy Hale," 91,668,376.00 "
 Barna Illyés," 91,627,228.00 "
 Kevin Rees," 91,627,228.00 "
 Matt Devere," 91,627,228.00 "
 Róbert Bánlaki," 91,627,228.00 "
 Pamela Stephenson," 91,623,530.00 "
 José Chávez," 91,622,238.00 "
 Ron McLarty," 91,609,330.00 "
 Megan Ward," 91,599,633.00 "
 Matt McKenzie," 91,583,458.00 "
 Michael Esper," 91,582,994.00 "
 Marley Taylor," 91,568,016.00 "
Kaya Scodelario," 91,546,501.00 "
 Ami Metcalf," 91,542,097.00 "
 Annamaria Serda," 91,542,097.00 "
 Anson Boon," 91,542,097.00 "
 Cso-Cso," 91,542,097.00 "
 George Somner," 91,542,097.00 "
 Jose Palma," 91,542,097.00 "
 Savannah Steyn," 91,542,097.00 "
 Srna Vasiljevic," 91,542,097.00 "
 Tina Pribicevic," 91,542,097.00 "
 Ariana Guerra," 91,522,094.00 "
 Brett Austin Johnson," 91,522,094.00 "
 Cynthia Evans," 91,522,094.00 "
 Evangeline Hill," 91,522,094.00 "
 Ivy Dubreuil," 91,522,094.00 "
 Kimberly Hebert Gregory," 91,522,094.00 "
 Kristopher Perez," 91,522,094.00 "
 Sophia Bernard," 91,522,094.00 "
Haley Lu Richardson," 91,522,094.00 "
 Amanda Righetti," 91,509,154.00 "
